Constituency,Electorate,Conservative Votes,Conservative Vote (proportion),Labour Votes,Labour Vote (proportion),Lib Dem Votes,Lib Dem Vote (proportion),Turnout (Proportion),Median House Price,Ratio of median house price to median salary,Home Ownership (proportion of households),Unemployment Rate,Share of LSOAs (small areas) in most deprived decile,Number of Businesses,Number of businesses per capita,Standardised Weighted Overall Social Mobility Index,School Funding Per Pupil (Real),Are Religous (proportion),Are Not Religious (proportion),Are Christian (proportion),Are Muslim (proportion),Average Internet Speed (Mb/s),Asthma,Atrial fibrillation,Cancer diagnosis since 2003,Cardiovascular disease (primary prevention),Chronic kidney disease,COPD,Coronary heart disease,Dementia,Depression,Diabetes,Epilepsy,Heart failure,High blood pressure (hypertension),Learning disabilities,Obesity,Osteoporosis,Peripheral arterial disease,Rheumatoid arthritis,"Schizophrenia, bipolar disorder & psychoses",Stroke and transient ischaemic attack,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,"""White""","""Mixed""","""Asian""","""Black""","""Other""",vgh,gh,fh,bh,vbh,CON%1_ps,CON%1_ps_65,CON%1_ps_Oth,CON%1_fm,CON%1_fm_lp_dc,CON%NO_ADEM,CON%NO_ADEM_WCHILD,CON%NO_ADEM_NCHILD,CON%Own,CON%Own_out,CON%Own_mort,CON%Share,CON%Soc_r,CON%Soc_r_LA,CON%Soc_r_Other,CON%Private_rent,CON%Private_r_land,CON%Private_r_Oth,CON%Rent_free,CON%NO,CON%1CV,CON%2CV,CON%3CV,CON%4+CV,CON%No_qual,CON%Lev_1_qual,CON%Lev_2_qual,CON%Appren,CON%Lev_3_qual,CON%Lev_4_qual,CON%Oth_qual,CON%AC_ALL,CON%AC_EMP,CON%AC_EMP_E_P,CON%AC_EMP_E_F,CON%AC_SELF,CON%AC_UNE,CON%AC_F_STUD,CON%INA_ALL,CON%INA_RET,CON%INA_STUD,CON%INA_CARE,CON%INA_LONG SICK,CON%INA_OTHER,CON%UN_16_24,CON%UN_50_74,CON%UN_NEVER,CON%UN_LONG,CON%A_FOR_FISH,CON%M_Q,CON%MANF,CON%E_G_S_AIR,CON%W_SEW_WAST_REM,CON%CONST,CON%WT_RT_REPM,CON%TRAN_STOR,CON%ACCOM_FOOD,CON%INF_COM,CON%FIN_INS,CON%REAL,CON%PROF_SCI_TECH,CON%ADMIN_SUPP,CON%ADMIN_DEF,CON%EDUC,CON%HEAL_SOC,CON%OTHER,CON%MAN_DIR_SEN,CON%PROF,CON%ASSOC_PROF_TECH,CON%ADMIN_SEC,CON%SKILL,CON%CAR_LEI_,CON%SAL_SERV,CON%OPS,CON%ELEM,CON%H_MAN_AD_PROF,CON%LG_E_H_MAN_AD,CON%H_PROF,CON%L_MAN_AD_PROF,CON%I_OCC,CON%S_EMP_OWN,CON%L_SUP_TECH,CON%SEMI,CON%ROUT,CON%N_WKD_L_EMP,CON%N_WKD,CON%L_EMP,CON%NON_C,CON%FT_STUD,Brexit,Brexit Predicted
Basildon and Billericay,69906,29590,0.423282694,9178,0.13129059,3741,0.05351472,0.631247675,308000,9.9,0.666025024,0.029896577,0.035714286,4510,0.064515206,14.80018393,6142.00,0.636535953,0.293253203,0.610199917,0.009488555,91,0.06637232,0.018197128,0.028274941,0.013262467,0.051186755,0.018759594,0.02787444,0.006620093,0.104649403,0.065782544,0.007849422,0.008650882,0.143498893,0.004001668,0.081920916,0.004352263,0.005094551,0.008816327,0.008564554,0.017672647,0.13927355,0.12012176,0.11243421,0.13789083,0.13249408,0.13388711,0.09552162,0.07790734,0.0504695,0.927079733,0.01690323,0.027774371,0.025555543,0.002687123,46.98897276,34.80437522,12.97623959,3.913610668,1.316801766,29.74815528,12.96118062,16.78697466,64.45299968,7.632873489,33.84397391,4.638541332,29.20543257,66.60250241,30.79884504,35.80365736,0.545396214,22.27034542,14.2845685,7.985776922,9.629986098,8.817238798,0.8127473,0.951769864,22.19014009,43.63169714,26.09881296,5.929847075,2.149502727,25.80771765,17.72843867,17.44670115,3.404678805,10.70462414,20.57104411,4.336795481,70.72342689,63.8051879,14.09149222,39.99655809,9.717137583,4.613723834,2.30451516,29.27657311,14.28079727,3.574892831,6.020213398,3.720391752,1.680277856,1.293845239,0.8995901,0.599205232,1.994743265,0.18846319,0.03101293,8.010878382,0.36738394,0.80633618,10.60403645,15.59950379,5.797032301,4.057922611,3.509232311,10.62789255,1.31685672,6.245526981,4.761677561,4.525502171,8.385419152,10.735245,4.430077771,10.74240183,15.02218617,12.72961496,15.04842788,11.40560141,8.619208932,7.781859822,7.505129062,11.14556992,10.12234425,2.33580525,7.786539003,20.78913608,16.69482775,9.984667856,6.63662818,14.11339529,11.05791796,4.904721675,2.90997841,1.994743265,5.696360962,5.696360962,0.67,0.67
Basingstoke,82928,29593,0.356851727,15395,0.185642967,6841,0.082493247,0.659765097,270000,7.8,0.643183242,0.019324062,0,4445,0.053600714,23.04748709,6139.00,0.608078077,0.320715582,0.564391274,0.011667099,100.3,0.066921496,0.017236472,0.029613699,0.013298782,0.036146657,0.01527704,0.022889379,0.005954873,0.145309351,0.063490194,0.007650104,0.006217429,0.130480377,0.004402284,0.104643004,0.013870622,0.005372485,0.006703656,0.008610359,0.015263507,0.13619035,0.11189266,0.11862272,0.15587687,0.14313752,0.1372498,0.09058227,0.06909817,0.03734966,0.903616801,0.020445202,0.056492833,0.015870958,0.003574206,50.34723508,35.29852958,10.77539909,2.788066225,0.790770029,27.42144839,9.04798138,18.37346701,65.52457255,7.161400054,24.52555725,3.204726524,21.32083072,64.31832423,23.85641393,40.4619103,1.752305076,20.80386716,0.870557694,19.93330946,12.38250828,11.50523677,0.877271507,0.742995256,18.33989795,42.39548832,31.24160773,6.098379733,1.924626264,17.69787368,15.70715513,16.89013057,3.71257905,12.63048383,28.01384035,5.347937391,78.42439932,71.69498341,13.43872524,50.37951141,7.876746758,3.631748266,3.097667638,21.57560068,10.86382829,2.694279682,3.7762642,2.777219262,1.464009249,0.917362019,0.718809691,0.297828491,1.34336986,0.186481767,0.089850306,9.164731212,1.252818418,0.586569922,7.291437096,18.60240392,4.672215912,4.543373964,9.70044247,5.372370183,0.99682981,6.142031295,5.491040399,4.802753149,6.842185566,10.03102378,4.231440826,10.54130571,18.56341228,14.11158391,12.59938631,9.800464509,8.334039704,9.000288199,6.072524455,10.97699493,13.70388057,2.85136222,10.85251835,23.20171911,15.68814718,7.245903287,7.108927315,13.86598975,10.32597768,3.160500653,1.817130793,1.34336986,5.698954459,5.698954459,0.54,0.54
Bassetlaw,80024,28078,0.350869739,14065,0.175759772,3332,0.041637509,0.635321903,160000,5.8,0.688399046,0.027461683,0.078125,3415,0.042674698,-22.97000796,5991.00,0.722140875,0.209733354,0.708066816,0.005240444,59.1,0.064750948,0.027246278,0.035379102,0.010515881,0.059363665,0.027183516,0.035534887,0.010783803,0.127207439,0.082439036,0.009217924,0.012144815,0.151985713,0.0057442,0.136361548,0.005496914,0.008589442,0.008367494,0.007246689,0.022034084,0.11484755,0.10493685,0.10866607,0.11164577,0.12377736,0.152325,0.12414752,0.10281774,0.05683616,0.974212007,0.008862515,0.010769883,0.004421625,0.00173397,42.75393033,34.58114982,15.82055333,5.3261791,1.518187423,28.32632655,13.05078968,15.27553687,66.81058971,6.476536757,35.74821043,3.695034655,32.05317578,68.83990456,33.56891262,35.27099193,0.340870356,16.36404954,13.31439609,3.049653448,12.69628451,11.43051926,1.265765254,1.758891035,20.91807749,43.42915578,27.46960573,6.028860357,2.154300648,28.76445384,14.64459705,16.52051418,4.155661208,11.23672008,19.83917356,4.838880085,67.9953444,61.56119633,15.44849412,38.21910105,7.893601161,4.016111525,2.418036539,32.0046556,16.98510469,3.461623969,3.848719055,5.06492997,2.644277924,1.371833601,0.663031111,0.63033727,1.565381145,1.350682559,0.868148637,13.33154617,1.171278921,0.839279086,8.440219409,19.06215202,5.590382315,4.944941642,1.738359385,1.849713367,1.125912484,3.435476554,3.355054234,5.291376253,8.355672867,14.94617891,4.303625191,10.15795769,12.56237885,9.646554213,9.891945395,12.98511156,10.76628036,8.201014559,11.54575824,14.24299913,7.285495704,2.30818523,4.977310474,18.63679757,11.32253129,8.686099886,9.235356428,18.04961617,15.90620791,5.096316058,3.530934913,1.565381145,5.781578982,5.781578982,0.68,0.68
Bath,67805,16097,0.237401372,6639,0.097913133,28419,0.419128383,0.768940344,370000,10.9,0.571618037,0.017909254,0.035087719,4275,0.063048448,-15.95255237,5978.00,0.544131714,0.369416716,0.511518248,0.010781125,83.3,0.062480577,0.019114663,0.027308171,0.010806607,0.029131696,0.011871394,0.023084751,0.006909798,0.086920885,0.040335369,0.006455574,0.006899692,0.103122276,0.00414358,0.063093924,0.013443273,0.003744061,0.005897349,0.009295709,0.015082877,0.08831762,0.12767246,0.25525261,0.10590323,0.10446766,0.1121274,0.08677954,0.07028087,0.04919867,0.916530683,0.022890197,0.041920346,0.012052803,0.006605971,52.22656118,32.38726522,11.26278711,3.242215195,0.881171294,34.81962865,13.39787798,21.42175066,52.8938992,5.856763926,33.89655172,2.912466844,30.98408488,57.16180371,30.56498674,26.59681698,0.620689655,17.49867374,3.962864721,13.53580902,23.4137931,21.79045093,1.623342175,1.305039788,29.9867374,44.90981432,20.35278515,3.567639257,1.183023873,13.93548045,8.638406768,12.08051022,2.694281282,20.31981331,37.95064904,4.380858935,65.75801685,56.00252893,12.51231382,33.70826166,9.78195345,2.777410201,6.97807772,34.24198315,11.09640804,15.6955288,3.018540573,3.014129652,1.41737609,0.710158352,0.51019658,0.283769279,1.05126961,0.200822416,0.081285263,4.382231998,0.356220713,0.812852635,5.159223487,14.05756909,2.60830066,8.659271302,6.521947021,2.971693602,1.467916228,8.941378981,3.514392273,6.627139715,14.86564024,13.2136368,5.558477575,11.36081094,26.56593669,13.28535909,9.756622358,8.527780434,7.815339007,8.513435976,3.452232954,10.72248255,13.67826739,2.3451399,11.33312749,22.08548366,9.379089292,7.913193066,4.702042257,10.04954935,6.981018335,2.77299928,1.721729669,1.05126961,22.43835737,22.43835737,0.32,0.32
Batley and Spen,79558,19069,0.239686769,22594,0.283994067,2462,0.030945977,0.665263079,147000,5.3,0.670514792,0.036602472,0.089552239,3545,0.044558687,-32.30370056,5943.00,0.735363627,0.205089945,0.536075404,0.187740387,74.8,0.074263132,0.017968167,0.029221943,0.010637014,0.045106252,0.027617896,0.035771177,0.007768312,0.130330739,0.086076863,0.008591115,0.008857868,0.15024407,0.007003969,0.119883489,0.006169308,0.007563813,0.008284279,0.009154361,0.018983623,0.13390039,0.12611912,0.11378535,0.13670879,0.13046591,0.13047483,0.10189881,0.0810325,0.04561432,0.777949749,0.013290207,0.202189084,0.004124227,0.002446733,45.30347825,34.8335017,14.04090863,4.620061354,1.202050065,29.29471437,11.47552271,17.81919166,64.59801244,7.011544376,32.66163274,4.319386748,28.34224599,67.05147919,30.2678387,36.78364049,0.335085263,16.41458768,12.37061348,4.043974203,14.37423975,12.9879966,1.386243143,1.824608111,25.15893599,44.28633724,24.62417663,4.569553143,1.360996993,28.63020643,14.82616743,15.60897398,4.979781427,11.59826934,19.21884395,5.137757448,68.63635195,61.15583447,15.14235745,37.41673311,8.596743911,4.93943057,2.541086906,31.36364805,14.13672488,4.385175278,5.883336334,4.535634372,2.422777192,1.615184795,0.787016795,0.893752733,1.980401739,0.212071778,0.057096248,17.30016313,0.379282219,0.827895595,7.587683524,18.34216966,5.548531811,4.418841762,2.457177814,4.210848287,0.921696574,4.453507341,4.779771615,4.759380098,9.000815661,11.20921697,3.533849918,10.09787928,12.63458401,11.03588907,11.67414356,12.69371941,9.11908646,9.304649266,11.48858075,11.95146819,7.414932743,2.137290708,5.277642036,17.38124019,12.8314601,9.302744271,7.614258893,15.42912991,14.98289653,8.304827551,6.324425812,1.980401739,6.738509812,6.738509812,0.60,0.60
Battersea,79350,21622,0.272488973,27290,0.343919345,9150,0.115311909,0.755853812,715500,16.7,0.419969195,0.020064811,0,6885,0.086767486,53.59898437,5915.00,0.635241638,0.284315287,0.550553374,0.05545924,120.3,0.044179394,0.008413058,0.018722666,0.006613784,0.013548534,0.00847039,0.01145358,0.003635059,0.077498772,0.038277933,0.004119844,0.003324638,0.075295518,0.003068706,0.058201519,0.005252729,0.002545658,0.003892041,0.009589886,0.00769567,0.1171654,0.07259595,0.21376028,0.24905969,0.13484838,0.0955131,0.05771728,0.0373964,0.02194354,0.734839611,0.050389377,0.070800026,0.122388927,0.02158206,59.36612657,28.90946406,8.226110262,2.636141281,0.862157831,33.83356923,6.968612106,26.86495712,45.10448755,5.954957955,20.02955624,3.652901507,16.37665473,41.99691949,16.66389143,25.33302806,1.777537258,23.50553659,14.46590625,9.039630339,31.69178253,30.12446924,1.567313296,1.028224128,49.56290067,40.97285821,8.075930397,1.088585463,0.299725252,10.65788746,6.047695457,7.80058651,0.910750844,8.845238754,57.39058264,8.347258341,80.80790609,74.55660878,7.140386079,55.44408312,11.97213958,3.849258516,2.402038792,19.19209391,5.621670241,4.915934408,3.676284047,2.714546,2.263659217,0.738024401,0.661915635,0.621554925,1.542932263,0.043741893,0.327310024,2.321336994,0.331835048,0.164409183,3.463151226,9.599082929,2.79797279,5.520528523,9.101330357,12.82240792,2.737639144,19.14084889,5.579353827,3.991070621,7.23098736,8.149567106,6.677426167,15.20106187,29.80180398,23.81972307,9.689583396,4.274638752,5.431536396,4.357597514,1.948776735,5.475278289,23.39306718,4.42238059,18.97068659,31.99220462,9.925275029,7.215341682,3.6589866,6.795590304,5.340298439,4.709518208,3.166585945,1.542932263,6.969717936,6.969717936,0.22,0.22
Beaconsfield,77720,32477,0.417871848,5756,0.074060731,0,0,0.744570252,525000,13.6,0.738697204,0.012447856,0,7675,0.09875193,24.10360687,5893.00,0.712729029,0.217513357,0.630132714,0.019690704,65.4,0.061570981,0.025444978,0.037797276,0.012374071,0.033735287,0.012871898,0.031314847,0.009305742,0.108527915,0.059999507,0.006318157,0.007808379,0.150552946,0.003022007,0.081943516,0.008501651,0.00521851,0.006723659,0.006931094,0.019267471,0.1193928,0.11554678,0.08426239,0.10929574,0.13656854,0.15165088,0.11576098,0.09541103,0.07211084,0.87552698,0.022829948,0.083964704,0.010111986,0.007566382,52.28752251,33.47721533,10.6050087,2.824313039,0.805940415,27.70920087,14.12353758,13.5856633,65.6950228,4.645052548,30.18540551,1.943287726,28.24211779,73.8697204,37.9610351,35.90868531,1.132758279,11.756395,3.703152885,8.053242118,11.85058497,10.59884989,1.251735078,1.390541344,10.57654174,36.87785049,37.51735078,10.34354551,4.684711481,16.54726195,11.80619252,14.9334391,3.558590942,11.14306254,37.01380798,4.997644959,72.80520248,67.69562096,12.12786622,41.29330124,14.2744535,2.649099841,2.46048168,27.19479752,14.87409034,4.128485565,4.818208691,1.739791394,1.634221528,0.626381206,0.7094295,0.295595625,0.920569233,0.32702168,0.302797852,8.082684,0.466308692,0.718640236,7.798054019,15.07327708,5.300981065,4.766038193,8.902256853,3.702208406,1.796600589,10.54947717,5.062780088,3.825346199,9.089991522,8.900238201,5.335298155,18.28697162,21.02628285,16.03617425,11.77076184,9.588598652,7.16217853,5.561387218,4.091808309,6.475836731,17.53163577,4.691524851,12.84011092,27.50165393,13.34262348,11.87027575,5.288346494,9.135312416,6.248328477,2.658953028,1.738383796,0.920569233,6.422870656,6.422870656,0.49,0.49
Beckenham,68662,27282,0.397337683,13024,0.189682794,8194,0.119338207,0.736287903,485000,11.7,0.768832584,0.014334733,0,4445,0.064737409,73.02701507,5892.00,0.6737424,0.250117801,0.620484766,0.021951248,110.7,0.05479485,0.021176809,0.032204543,0.008674179,0.029248979,0.011557931,0.026321656,0.006879348,0.10152509,0.054740135,0.005631335,0.005680321,0.127100076,0.003043352,0.070979622,0.006362719,0.003615639,0.006744925,0.007267474,0.014196348,0.12085106,0.11586432,0.09723637,0.13045996,0.14632106,0.1467822,0.10055016,0.08250133,0.05943354,0.866913379,0.034708255,0.050154578,0.03842043,0.009803358,51.48429509,34.17039225,10.88138281,2.712300744,0.751629104,30.86772919,14.10979431,16.75793489,63.31017573,5.647731917,30.63887754,2.432911048,28.20596649,76.88325841,37.58615992,39.29709849,0.479498706,8.099713935,0.768287699,7.331426236,13.52676747,12.69036916,0.836398311,1.010761477,19.41424874,46.36153113,26.09453753,5.977387277,2.152295328,15.57020957,13.13908897,16.58624252,2.725458842,11.97164164,35.48898354,4.518374913,73.28872383,67.7546904,13.23077416,41.89024781,12.63366844,3.208042518,2.325990907,26.71127617,13.83748479,4.807261318,4.392649036,1.996222066,1.677658961,0.766792598,0.752385221,0.372990971,1.250240123,0.066680463,0.121864294,3.223655469,0.326504334,0.308109724,8.314363891,11.72656412,3.642132855,3.099491849,6.038030857,10.96318779,2.101584236,10.48032926,4.718217562,7.318755605,10.9470925,10.69416661,5.909268584,13.94541399,22.26207721,17.27483847,16.07688947,8.670759467,7.056632407,6.198983698,3.534064519,4.98034076,15.95536915,3.53460972,12.42075943,28.18883268,17.36409041,10.78472178,4.351027726,8.727668566,4.594352308,3.137606455,1.887366332,1.250240123,6.896330921,6.896330921,0.47,0.47
Bedford,71581,20346,0.284237437,20491,0.286263115,4608,0.064374625,0.660803845,245000,8.2,0.592109109,0.040851966,0.058823529,3835,0.05357567,2.378239479,5846.00,0.702065977,0.232244276,0.561237211,0.079235351,109,0.071068986,0.01860574,0.030346993,0.012124424,0.040574852,0.015506641,0.029392357,0.00788474,0.125659743,0.079408456,0.008105514,0.009279058,0.142301876,0.006477981,0.1108563,0.007981852,0.005086442,0.007714134,0.012811536,0.016225694,0.13323167,0.12109586,0.12140464,0.14049255,0.13390534,0.13146322,0.09737636,0.07064393,0.05038644,0.744266123,0.040379554,0.154295213,0.052025409,0.009033701,44.94092969,36.73342172,13.20127441,3.989472226,1.134901945,31.74378958,12.04335119,19.70043838,59.16463712,8.268387725,31.97272284,4.583536288,27.38918656,59.21091086,28.01753531,31.19337555,0.815879201,19.38869946,2.357525572,17.03117389,19.41548953,18.05650268,1.358986849,1.169020945,26.79006332,44.59084267,22.46468583,4.612761812,1.541646371,22.35372686,14.09861611,14.85425246,3.518470424,11.83047032,25.14747894,8.196984875,71.34182201,61.79684615,13.73551978,40.14661433,7.914712037,5.366740977,4.178234884,28.65817799,11.12873887,6.37608217,4.570756459,3.986760945,2.595839545,1.407333452,1.013444206,0.850691358,2.151346472,0.288263266,0.042082229,8.700500779,0.746959559,0.866893911,6.890964946,18.03223499,6.234482178,5.161385347,3.587509995,2.358708917,1.17409418,5.784202331,5.323401927,6.080882044,10.97083702,13.30219248,4.454403905,8.750999453,16.66456256,11.38113875,10.67836553,10.69519842,9.910364853,9.016117494,8.02718512,14.87606784,9.032099238,1.894224325,7.137874913,18.77401972,12.65642737,7.89146163,6.83151661,14.63407963,13.09955277,6.795957165,4.644610692,2.151346472,10.28488587,10.28488587,0.53,0.52
Bermondsey and Old Southwark,93248,9678,0.103787749,31723,0.340200326,15597,0.167263641,0.62859257,584500,14.6,0.2440339,0.032776119,0.026315789,10490,0.11249571,66.79912993,5762.00,0.64225194,0.277398397,0.512622311,0.085423879,122.1,0.043652701,0.007682081,0.017048121,0.009159567,0.020529555,0.013264413,0.012435556,0.003482289,0.083841277,0.054745062,0.004715865,0.00443515,0.094277525,0.00311566,0.089442334,0.003721544,0.003464218,0.004245951,0.011300431,0.008417127,0.10556999,0.09031682,0.23310295,0.22657451,0.12670683,0.10693345,0.06062988,0.03143324,0.01873232,0.584530754,0.057341806,0.121180506,0.201459035,0.035487899,54.20717346,31.07759915,9.9136909,3.594631764,1.206904728,35.6768234,7.006878028,28.66994538,42.63833185,8.899696931,25.9622888,5.689345408,20.2729434,24.40339002,7.70012522,16.7032648,2.613287843,43.50398345,30.76602,12.73796345,28.08739996,26.26898717,1.818412791,1.391938733,63.55189373,31.3286028,4.315554507,0.622470646,0.181478322,15.78520638,8.67636506,9.095738237,1.064275929,11.16091815,44.50388153,9.713614717,72.98654465,62.15925395,8.503625577,44.87669161,8.778936756,5.508162395,5.319128311,27.01345535,4.847997208,11.78409399,3.339602156,4.044359998,2.997401993,1.137112722,0.936445771,1.056652061,2.2141223,0.039581318,0.142199548,1.965872108,0.18911074,0.230158032,3.810068314,9.691558918,3.7528953,8.570088252,7.304952063,12.29219808,1.518749817,14.42958923,6.643797461,4.683789251,7.973436538,10.13281731,6.629137714,11.44486469,26.9490134,18.30416044,9.854282112,6.032486,6.985369572,6.32714692,3.335092503,10.76758437,16.6320912,2.746325953,13.88576525,22.42719764,9.378029392,6.089805731,4.94590717,9.15797433,7.364574043,7.361665827,5.147543526,2.2141223,16.64275466,16.64275466,0.26,0.26
Berwick-Upon-Tweed,59939,23947,0.399522848,9112,0.152021222,7656,0.127729859,0.702530906,186975,6.6,0.627260789,0.024069972,0.044444444,3500,0.058392699,-4.08984844,5743.00,0.71441401,0.216223355,0.704350353,0.002733828,49.9,0.081656089,0.032306441,0.046637854,0.013849619,0.058798139,0.02953245,0.04972834,0.009698631,0.099184915,0.085167753,0.008853412,0.013758258,0.194935197,0.005963497,0.142392706,0.007347087,0.009714778,0.01711288,0.009170362,0.028435158,0.08307569,0.08307569,0.08986114,0.09867698,0.10766308,0.16436994,0.16460571,0.13109772,0.06947864,0.986528963,0.004926173,0.005890277,0.001862173,0.000792414,43.14958134,35.49090045,15.44414802,4.569587152,1.345783037,30.11400943,14.99731391,15.11669552,66.10756282,5.145347102,37.5425297,2.629379813,34.91314988,62.72607891,35.01760879,27.70847012,0.307407628,17.48642034,8.640243538,8.846176804,16.5074912,14.28699337,2.220497821,2.972601922,19.12493285,45.32919477,27.41300066,6.016832806,2.116038918,24.04096076,13.41715467,16.59568471,4.576770112,11.281433,25.90893433,4.179062412,67.19738432,61.26234985,15.10412965,33.94519866,12.21302154,4.062122397,1.872912076,32.80261568,20.11870069,3.042149406,3.555689814,3.51304286,2.573032909,1.197668633,0.938232995,0.442462151,1.512189921,5.346232179,0.695858792,7.648789319,0.574224938,0.704344874,8.421022856,14.92701969,3.66598778,8.121181263,1.668929622,1.558610545,1.493550577,5.057705363,3.592441729,9.467639737,8.409708079,13.39386739,5.252885268,11.71928038,14.18590179,10.67832089,9.560986649,15.71622539,10.36999321,7.575243268,7.909029192,12.28501924,8.753287369,2.498400739,6.25488663,20.96808586,11.14329377,13.00732106,8.216646528,16.61631957,12.47778804,4.046129789,2.533939868,1.512189921,4.771128012,4.771128012,0.55,0.55
